date,temperature,rolling_7d_avg,daily_change
1981-03-19,16.9,12.528571428571428,5.699999999999999
1981-03-20,16.7,13.22857142857143,-0.1999999999999993
1981-03-21,8.1,12.77142857142857,-8.6
1981-03-22,8.0,12.4,-0.09999999999999964
1981-03-23,8.8,11.985714285714284,0.8000000000000007
1981-03-24,13.4,11.87142857142857,4.6
1981-03-25,10.9,11.828571428571431,-2.5
1981-03-26,13.4,11.328571428571427,2.5
1981-03-27,11.0,10.514285714285714,-2.4000000000000004
1981-03-28,15.0,11.5,4.0
1981-03-29,15.7,12.6,0.6999999999999993
1981-03-30,14.5,13.414285714285715,-1.1999999999999993
1981-03-31,15.8,13.757142857142856,1.3000000000000007
1981-04-01,16.7,14.585714285714285,0.8999999999999986
1981-04-02,16.8,15.071428571428571,0.10000000000000142
1981-04-03,17.5,16.0,0.6999999999999993
1981-04-04,17.1,16.3,-0.3999999999999986
1981-04-05,18.1,16.642857142857142,1.0
1981-04-06,16.6,16.942857142857143,-1.5
1981-04-07,10.0,16.114285714285717,-6.600000000000001
1981-04-08,14.9,15.857142857142858,4.9
1981-04-09,15.9,15.72857142857143,1.0
1981-04-10,13.0,15.085714285714287,-2.9000000000000004
1981-04-11,7.6,13.728571428571428,-5.4
1981-04-12,11.5,12.785714285714286,3.9000000000000004
1981-04-13,13.5,12.342857142857142,2.0
1981-04-14,13.0,12.77142857142857,-0.5
1981-04-15,13.3,12.542857142857144,0.3000000000000007
1981-04-16,12.1,12.0,-1.200000000000001
1981-04-17,12.4,11.914285714285715,0.3000000000000007
1981-04-18,13.2,12.714285714285714,0.7999999999999989
1981-04-19,13.8,13.042857142857144,0.6000000000000014
1981-04-20,10.6,12.62857142857143,-3.200000000000001
1981-04-21,9.0,12.057142857142859,-1.5999999999999996
1981-04-22,10.0,11.585714285714285,1.0
1981-04-23,9.8,11.257142857142856,-0.1999999999999993
1981-04-24,11.5,11.128571428571428,1.6999999999999993
1981-04-25,8.9,10.514285714285716,-2.5999999999999996
1981-04-26,7.4,9.6,-1.5
1981-04-27,9.9,9.5,2.5
1981-04-28,9.3,9.542857142857143,-0.5999999999999996
1981-04-29,9.9,9.528571428571428,0.5999999999999996
1981-04-30,7.4,9.185714285714287,-2.5
1981-05-01,8.6,8.771428571428572,1.1999999999999993
1981-05-02,11.9,9.200000000000001,3.3000000000000007
1981-05-03,14.0,10.142857142857142,2.0999999999999996
1981-05-04,8.6,9.957142857142857,-5.4
1981-05-05,10.0,10.057142857142859,1.4000000000000004
1981-05-06,13.5,10.571428571428571,3.5
1981-05-07,12.0,11.228571428571428,-1.5
1981-05-08,10.5,11.5,-1.5
1981-05-09,10.7,11.328571428571427,0.1999999999999993
1981-05-10,8.1,10.485714285714284,-2.5999999999999996
1981-05-11,10.1,10.700000000000001,2.0
1981-05-12,10.6,10.785714285714286,0.5
1981-05-13,5.3,9.614285714285714,-5.3
1981-05-14,6.6,8.842857142857143,1.2999999999999998
1981-05-15,8.5,8.557142857142857,1.9000000000000004
1981-05-16,11.2,8.62857142857143,2.6999999999999993
1981-05-17,9.8,8.871428571428572,-1.3999999999999986
1981-05-18,5.9,8.27142857142857,-3.9000000000000004
1981-05-19,3.2,7.214285714285714,-2.7
1981-05-20,2.1,6.757142857142858,-1.1
1981-05-21,3.4,6.3,1.2999999999999998
1981-05-22,5.4,5.857142857142857,2.0000000000000004
1981-05-23,9.6,5.628571428571429,4.199999999999999
1981-05-24,11.5,5.871428571428572,1.9000000000000004
1981-05-25,12.3,6.785714285714286,0.8000000000000007
1981-05-26,12.6,8.128571428571428,0.29999999999999893
1981-05-27,11.0,9.4,-1.5999999999999996
1981-05-28,11.2,10.514285714285714,0.1999999999999993
1981-05-29,11.4,11.37142857142857,0.20000000000000107
1981-05-30,11.8,11.685714285714285,0.40000000000000036
1981-05-31,12.8,11.87142857142857,1.0
1981-06-01,11.6,11.771428571428572,-1.200000000000001
1981-06-02,10.6,11.485714285714284,-1.0
1981-06-03,9.8,11.314285714285713,-0.7999999999999989
1981-06-04,11.2,11.314285714285715,1.3999999999999986
1981-06-05,5.7,10.5,-5.499999999999999
1981-06-06,7.1,9.828571428571427,1.3999999999999995
1981-06-07,2.5,8.357142857142858,-4.6
1981-06-08,3.5,7.2,1.0
1981-06-09,4.6,6.3428571428571425,1.0999999999999996
1981-06-10,11.0,6.514285714285713,6.4
1981-06-11,5.7,5.728571428571428,-5.3
1981-06-12,7.7,6.014285714285714,2.0
1981-06-13,10.4,6.485714285714286,2.7
1981-06-14,11.4,7.757142857142857,1.0
1981-06-15,9.2,8.571428571428571,-2.200000000000001
1981-06-16,6.1,8.785714285714286,-3.0999999999999996
1981-06-17,2.7,7.6,-3.3999999999999995
1981-06-18,4.3,7.3999999999999995,1.5999999999999996
1981-06-19,6.3,7.2,2.0
1981-06-20,3.8,6.257142857142857,-2.5
1981-06-21,4.4,5.257142857142857,0.6000000000000005
1981-06-22,7.1,4.957142857142856,2.6999999999999993
1981-06-23,4.8,4.771428571428571,-2.3
1981-06-24,5.8,5.214285714285714,1.0
1981-06-25,6.2,5.485714285714287,0.40000000000000036
1981-06-26,7.3,5.628571428571428,1.0999999999999996
1981-06-27,9.2,6.3999999999999995,1.8999999999999995
1981-06-28,10.2,7.228571428571428,1.0
1981-06-29,9.5,7.571428571428571,-0.6999999999999993
1981-06-30,9.5,8.242857142857142,0.0
1981-07-01,10.7,8.942857142857141,1.1999999999999993
1981-07-02,10.0,9.485714285714284,-0.6999999999999993
1981-07-03,6.5,9.37142857142857,-3.5
1981-07-04,7.0,9.057142857142855,0.5
1981-07-05,7.4,8.657142857142857,0.40000000000000036
1981-07-06,8.1,8.457142857142857,0.6999999999999993
1981-07-07,6.6,8.042857142857143,-1.5
1981-07-08,8.3,7.7,1.700000000000001
1981-07-09,8.9,7.542857142857144,0.5999999999999996
1981-07-10,4.6,7.271428571428571,-4.300000000000001
1981-07-11,6.8,7.242857142857143,2.2
1981-07-12,5.7,7.0,-1.0999999999999996
1981-07-13,6.1,6.714285714285714,0.39999999999999947
1981-07-14,7.0,6.771428571428572,0.9000000000000004
1981-07-15,7.2,6.614285714285714,0.20000000000000018
1981-07-16,6.3,6.242857142857143,-0.9000000000000004
1981-07-17,8.8,6.8428571428571425,2.500000000000001
1981-07-18,5.0,6.585714285714286,-3.8000000000000007
1981-07-19,7.4,6.828571428571428,2.4000000000000004
1981-07-20,10.1,7.4,2.6999999999999993
1981-07-21,12.0,8.114285714285714,1.9000000000000004
1981-07-22,9.0,8.371428571428572,-3.0
1981-07-23,8.9,8.742857142857142,-0.09999999999999964
1981-07-24,9.8,8.885714285714286,0.9000000000000004
1981-07-25,9.0,9.457142857142857,-0.8000000000000007
1981-07-26,9.2,9.714285714285714,0.1999999999999993
1981-07-27,7.7,9.37142857142857,-1.4999999999999991
1981-07-28,8.0,8.8,0.2999999999999998
1981-07-29,6.1,8.385714285714286,-1.9000000000000004
1981-07-30,3.5,7.614285714285715,-2.5999999999999996
1981-07-31,3.2,6.671428571428571,-0.2999999999999998
1981-08-01,5.7,6.2,2.5
1981-08-02,7.7,5.985714285714287,2.0
1981-08-03,9.0,6.171428571428572,1.2999999999999998
1981-08-04,10.0,6.457142857142857,1.0
1981-08-05,6.2,6.471428571428571,-3.8
1981-08-06,6.9,6.957142857142856,0.7000000000000002
1981-08-07,6.5,7.428571428571429,-0.40000000000000036
1981-08-08,6.8,7.585714285714286,0.2999999999999998
1981-08-09,7.0,7.485714285714287,0.20000000000000018
1981-08-10,5.2,6.942857142857143,-1.7999999999999998
1981-08-11,3.0,5.942857142857142,-2.2
1981-08-12,5.6,5.857142857142857,2.5999999999999996
1981-08-13,7.9,6.0,2.3000000000000007
1981-08-14,9.0,6.357142857142857,1.0999999999999996
1981-08-15,8.6,6.614285714285714,-0.40000000000000036
1981-08-16,10.3,7.085714285714286,1.700000000000001
1981-08-17,10.5,7.842857142857143,0.1999999999999993
1981-08-18,7.6,8.5,-2.9000000000000004
1981-08-19,9.7,9.085714285714285,2.0999999999999996
1981-08-20,12.5,9.742857142857144,2.8000000000000007
1981-08-21,7.4,9.514285714285716,-5.1
1981-08-22,7.9,9.414285714285715,0.5
1981-08-23,3.9,8.5,-4.0
1981-08-24,6.6,7.942857142857142,2.6999999999999997
1981-08-25,4.6,7.514285714285714,-2.0
1981-08-26,7.0,7.128571428571428,2.4000000000000004
1981-08-27,6.0,6.2,-1.0
1981-08-28,5.5,5.928571428571429,-0.5
1981-08-29,8.1,5.957142857142856,2.5999999999999996
1981-08-30,5.5,6.185714285714285,-2.5999999999999996
1981-08-31,6.2,6.128571428571429,0.7000000000000002
1981-09-01,8.0,6.614285714285715,1.7999999999999998
1981-09-02,10.3,7.085714285714286,2.3000000000000007
1981-09-03,9.8,7.628571428571429,-0.5
1981-09-04,9.6,8.214285714285714,-0.20000000000000107
1981-09-05,8.5,8.27142857142857,-1.0999999999999996
1981-09-06,7.5,8.557142857142857,-1.0
1981-09-07,11.2,9.27142857142857,3.6999999999999993
1981-09-08,14.6,10.214285714285714,3.4000000000000004
1981-09-09,11.7,10.414285714285715,-2.9000000000000004
1981-09-10,7.8,10.12857142857143,-3.8999999999999995
1981-09-11,12.3,10.514285714285714,4.500000000000001
1981-09-12,10.1,10.742857142857144,-2.200000000000001
1981-09-13,11.5,11.314285714285715,1.4000000000000004
1981-09-14,7.3,10.757142857142856,-4.2
1981-09-15,10.9,10.22857142857143,3.6000000000000005
1981-09-16,14.1,10.571428571428571,3.1999999999999993
1981-09-17,10.7,10.985714285714286,-3.4000000000000004
1981-09-18,16.9,11.642857142857142,6.199999999999999
1981-09-19,10.5,11.700000000000001,-6.399999999999999
1981-09-20,6.5,10.985714285714286,-4.0
1981-09-21,11.0,11.514285714285714,4.5
1981-09-22,6.3,10.857142857142858,-4.7
1981-09-23,10.5,10.342857142857143,4.2
1981-09-24,7.2,9.842857142857143,-3.3
1981-09-25,7.6,8.514285714285714,0.39999999999999947
1981-09-26,10.7,8.542857142857143,3.0999999999999996
1981-09-27,7.8,8.72857142857143,-2.8999999999999995
1981-09-28,9.6,8.528571428571428,1.7999999999999998
1981-09-29,11.4,9.257142857142856,1.8000000000000007
1981-09-30,12.4,9.528571428571428,1.0
1981-10-01,8.9,9.771428571428572,-3.5
1981-10-02,13.2,10.571428571428571,4.299999999999999
1981-10-03,8.6,10.27142857142857,-4.6
1981-10-04,6.2,10.042857142857143,-2.3999999999999995
1981-10-05,11.4,10.3,5.2
1981-10-06,13.2,10.557142857142859,1.799999999999999
1981-10-07,14.3,10.828571428571427,1.1000000000000014
1981-10-08,7.3,10.599999999999998,-7.000000000000001
1981-10-09,12.9,10.557142857142859,5.6000000000000005
1981-10-10,7.8,10.442857142857145,-5.1000000000000005
1981-10-11,6.2,10.442857142857141,-1.5999999999999996
1981-10-12,5.6,9.614285714285714,-0.6000000000000005
1981-10-13,10.0,9.157142857142857,4.4
1981-10-14,13.3,9.014285714285714,3.3000000000000007
1981-10-15,8.3,9.157142857142857,-5.0
1981-10-16,10.2,8.77142857142857,1.8999999999999986
1981-10-17,8.6,8.885714285714286,-1.5999999999999996
1981-10-18,7.3,9.042857142857143,-1.2999999999999998
1981-10-19,10.4,9.728571428571428,3.1000000000000005
1981-10-20,11.2,9.9,0.7999999999999989
1981-10-21,13.2,9.885714285714286,2.0
1981-10-22,11.4,10.328571428571427,-1.799999999999999
1981-10-23,9.1,10.171428571428573,-2.3000000000000007
1981-10-24,6.6,9.885714285714286,-2.5
1981-10-25,8.4,10.042857142857143,1.8000000000000007
1981-10-26,9.7,9.942857142857141,1.299999999999999
1981-10-27,13.2,10.228571428571428,3.5
1981-10-28,12.5,10.128571428571428,-0.6999999999999993
1981-10-29,11.0,10.071428571428571,-1.5
1981-10-30,11.0,10.342857142857143,0.0
1981-10-31,11.7,11.071428571428571,0.6999999999999993
1981-11-01,9.2,11.185714285714285,-2.5
1981-11-02,11.5,11.442857142857141,2.3000000000000007
1981-11-03,13.6,11.5,2.0999999999999996
1981-11-04,13.7,11.671428571428569,0.09999999999999964
1981-11-05,10.4,11.585714285714285,-3.299999999999999
1981-11-06,11.5,11.657142857142857,1.0999999999999996
1981-11-07,7.6,11.071428571428571,-3.9000000000000004
1981-11-08,9.6,11.12857142857143,2.0
1981-11-09,14.2,11.514285714285714,4.6
1981-11-10,15.7,11.814285714285713,1.5
1981-11-11,10.5,11.357142857142858,-5.199999999999999
1981-11-12,10.5,11.37142857142857,0.0
1981-11-13,9.7,11.114285714285714,-0.8000000000000007
1981-11-14,9.5,11.385714285714286,-0.1999999999999993
1981-11-15,11.3,11.628571428571428,1.8000000000000007
1981-11-16,8.9,10.87142857142857,-2.4000000000000004
1981-11-17,9.4,9.971428571428573,0.5
1981-11-18,11.9,10.171428571428573,2.5
1981-11-19,11.7,10.342857142857143,-0.20000000000000107
1981-11-20,13.4,10.87142857142857,1.700000000000001
1981-11-21,12.6,11.314285714285715,-0.8000000000000007
1981-11-22,10.1,11.142857142857142,-2.5
1981-11-23,15.8,12.12857142857143,5.700000000000001
1981-11-24,13.6,12.728571428571428,-2.200000000000001
1981-11-25,11.9,12.728571428571428,-1.6999999999999993
1981-11-26,9.9,12.471428571428572,-2.0
1981-11-27,12.6,12.357142857142858,2.6999999999999993
1981-11-28,17.8,13.1,5.200000000000001
1981-11-29,15.0,13.8,-2.8000000000000007
1981-11-30,13.6,13.485714285714286,-1.4000000000000004
1981-12-01,13.4,13.457142857142857,-0.1999999999999993
1981-12-02,10.5,13.257142857142858,-2.9000000000000004
1981-12-03,14.2,13.87142857142857,3.6999999999999993
1981-12-04,11.5,13.714285714285714,-2.6999999999999993
1981-12-05,13.0,13.028571428571427,1.5
1981-12-06,15.0,13.028571428571427,2.0
1981-12-07,14.7,13.185714285714285,-0.3000000000000007
1981-12-08,12.6,13.071428571428571,-2.0999999999999996
1981-12-09,12.5,13.357142857142858,-0.09999999999999964
1981-12-10,13.5,13.257142857142858,1.0
1981-12-11,14.8,13.72857142857143,1.3000000000000007
1981-12-12,17.2,14.328571428571426,2.3999999999999986
1981-12-13,9.7,13.57142857142857,-7.5
1981-12-14,12.1,13.200000000000001,2.4000000000000004
1981-12-15,12.8,13.228571428571428,0.7000000000000011
1981-12-16,11.2,13.042857142857143,-1.6000000000000014
1981-12-17,16.4,13.457142857142856,5.199999999999999
1981-12-18,15.6,13.57142857142857,-0.7999999999999989
1981-12-19,13.3,13.014285714285714,-2.299999999999999
1981-12-20,11.0,13.200000000000001,-2.3000000000000007
1981-12-21,11.1,13.057142857142855,0.09999999999999964
1981-12-22,15.0,13.37142857142857,3.9000000000000004
1981-12-23,12.8,13.599999999999998,-2.1999999999999993
1981-12-24,15.0,13.4,2.1999999999999993
1981-12-25,14.2,13.200000000000001,-0.8000000000000007
1981-12-26,14.0,13.299999999999999,-0.1999999999999993
1981-12-27,15.5,13.942857142857141,1.5
1981-12-28,13.3,14.257142857142856,-2.1999999999999993
1981-12-29,15.6,14.342857142857143,2.299999999999999
1981-12-30,15.2,14.685714285714285,-0.40000000000000036
1981-12-31,17.4,15.028571428571428,2.1999999999999993
1982-01-01,17.0,15.428571428571429,-0.3999999999999986
1982-01-02,15.0,15.571428571428571,-2.0
1982-01-03,13.5,15.285714285714286,-1.5
1982-01-04,15.2,15.557142857142859,1.6999999999999993
1982-01-05,13.0,15.185714285714285,-2.1999999999999993
1982-01-06,12.5,14.8,-0.5
1982-01-07,14.1,14.328571428571427,1.5999999999999996
1982-01-08,14.8,14.014285714285714,0.7000000000000011
1982-01-09,16.2,14.185714285714285,1.3999999999999986
1982-01-10,15.8,14.514285714285714,-0.3999999999999986
1982-01-11,19.1,15.071428571428571,3.3000000000000007
1982-01-12,22.2,16.385714285714283,3.099999999999998
1982-01-13,15.9,16.87142857142857,-6.299999999999999
1982-01-14,13.0,16.714285714285715,-2.9000000000000004
1982-01-15,14.1,16.614285714285717,1.0999999999999996
1982-01-16,15.8,16.557142857142857,1.700000000000001
1982-01-17,24.0,17.72857142857143,8.2
1982-01-18,18.0,17.571428571428573,-6.0
1982-01-19,19.7,17.214285714285715,1.6999999999999993
1982-01-20,25.2,18.542857142857144,5.5
1982-01-21,20.5,19.614285714285717,-4.699999999999999
1982-01-22,19.3,20.357142857142858,-1.1999999999999993
1982-01-23,15.8,20.357142857142858,-3.5
1982-01-24,17.0,19.357142857142858,1.1999999999999993
1982-01-25,18.4,19.414285714285715,1.3999999999999986
1982-01-26,13.3,18.5,-5.099999999999998
1982-01-27,14.6,16.985714285714288,1.299999999999999
1982-01-28,12.5,15.842857142857143,-2.0999999999999996
1982-01-29,17.0,15.514285714285714,4.5
1982-01-30,17.1,15.700000000000001,0.10000000000000142
1982-01-31,14.0,15.271428571428572,-3.1000000000000014
1982-02-01,14.6,14.72857142857143,0.5999999999999996
1982-02-02,13.3,14.72857142857143,-1.299999999999999
1982-02-03,14.8,14.757142857142856,1.5
1982-02-04,15.1,15.12857142857143,0.29999999999999893
1982-02-05,13.1,14.571428571428571,-2.0
1982-02-06,13.6,14.071428571428571,0.5
1982-02-07,19.5,14.857142857142858,5.9
1982-02-08,22.7,16.014285714285712,3.1999999999999993
1982-02-09,17.2,16.571428571428573,-5.5
1982-02-10,13.5,16.385714285714286,-3.6999999999999993
1982-02-11,15.4,16.428571428571427,1.9000000000000004
1982-02-12,17.0,16.985714285714288,1.5999999999999996
1982-02-13,19.2,17.785714285714285,2.1999999999999993
1982-02-14,22.8,18.25714285714286,3.6000000000000014
1982-02-15,26.3,18.771428571428572,3.5
1982-02-16,18.2,18.914285714285715,-8.100000000000001
1982-02-17,17.0,19.414285714285715,-1.1999999999999993
1982-02-18,14.8,19.328571428571426,-2.1999999999999993
1982-02-19,12.8,18.728571428571428,-2.0
1982-02-20,15.5,18.2,2.6999999999999993
1982-02-21,15.6,17.17142857142857,0.09999999999999964
1982-02-22,13.1,15.285714285714286,-2.5
1982-02-23,15.2,14.857142857142858,2.0999999999999996
1982-02-24,14.1,14.442857142857145,-1.0999999999999996
1982-02-25,12.5,14.114285714285714,-1.5999999999999996
1982-02-26,14.6,14.37142857142857,2.0999999999999996
1982-02-27,10.4,13.642857142857142,-4.199999999999999
1982-02-28,13.9,13.400000000000002,3.5
1982-03-01,11.9,13.228571428571428,-2.0
1982-03-02,13.5,12.985714285714286,1.5999999999999996
1982-03-03,9.8,12.37142857142857,-3.6999999999999993
1982-03-04,14.0,12.585714285714285,4.199999999999999
1982-03-05,21.5,13.571428571428571,7.5
1982-03-06,19.5,14.87142857142857,-2.0
1982-03-07,16.7,15.27142857142857,-2.8000000000000007
1982-03-08,19.1,16.3,2.400000000000002
1982-03-09,11.0,15.942857142857145,-8.100000000000001
1982-03-10,9.0,15.828571428571431,-2.0
1982-03-11,10.0,15.257142857142858,1.0
1982-03-12,14.6,14.271428571428572,4.6
1982-03-13,12.5,13.271428571428572,-2.0999999999999996
1982-03-14,17.2,13.342857142857143,4.699999999999999
1982-03-15,19.2,13.357142857142858,2.0
1982-03-16,22.2,14.957142857142856,3.0
1982-03-17,15.7,15.914285714285713,-6.5
1982-03-18,14.2,16.514285714285712,-1.5
1982-03-19,9.8,15.828571428571427,-4.399999999999999
1982-03-20,14.0,16.04285714285714,4.199999999999999
1982-03-21,17.5,16.085714285714285,3.5
1982-03-22,20.7,16.3,3.1999999999999993
1982-03-23,15.6,15.357142857142858,-5.1
1982-03-24,13.2,15.0,-2.4000000000000004
1982-03-25,14.5,15.042857142857143,1.3000000000000007
1982-03-26,16.8,16.042857142857144,2.3000000000000007
1982-03-27,17.2,16.5,0.3999999999999986
1982-03-28,13.4,15.914285714285715,-3.799999999999999
1982-03-29,14.2,14.985714285714286,0.7999999999999989
1982-03-30,14.3,14.8,0.10000000000000142
1982-03-31,10.2,14.371428571428572,-4.100000000000001
1982-04-01,10.4,13.785714285714286,0.20000000000000107
1982-04-02,12.3,13.142857142857142,1.9000000000000004
1982-04-03,11.9,12.385714285714286,-0.40000000000000036
1982-04-04,11.2,12.071428571428571,-0.7000000000000011
1982-04-05,8.5,11.257142857142856,-2.6999999999999993
1982-04-06,12.0,10.928571428571429,3.5
1982-04-07,12.4,11.242857142857142,0.40000000000000036
1982-04-08,12.9,11.6,0.5
1982-04-09,10.1,11.285714285714286,-2.8000000000000007
1982-04-10,15.0,11.728571428571428,4.9
1982-04-11,13.6,12.071428571428571,-1.4000000000000004
1982-04-12,12.4,12.62857142857143,-1.1999999999999993
1982-04-13,13.6,12.857142857142858,1.1999999999999993
1982-04-14,16.1,13.385714285714284,2.5000000000000018
1982-04-15,19.5,14.328571428571431,3.3999999999999986
1982-04-16,14.2,14.914285714285715,-5.300000000000001
1982-04-17,9.3,14.100000000000003,-4.899999999999999
1982-04-18,10.1,13.6,0.7999999999999989
1982-04-19,7.4,12.885714285714288,-2.6999999999999993
1982-04-20,8.6,12.171428571428573,1.1999999999999993
1982-04-21,7.8,10.985714285714284,-0.7999999999999998
1982-04-22,9.1,9.5,1.2999999999999998
1982-04-23,13.0,9.328571428571427,3.9000000000000004
1982-04-24,16.5,10.357142857142858,3.5
1982-04-25,12.9,10.757142857142856,-3.5999999999999996
1982-04-26,6.9,10.685714285714287,-6.0
1982-04-27,6.9,10.442857142857141,0.0
1982-04-28,8.7,10.571428571428571,1.799999999999999
1982-04-29,10.0,10.700000000000001,1.3000000000000007
1982-04-30,10.8,10.385714285714286,0.8000000000000007
1982-05-01,7.5,9.1,-3.3000000000000007
1982-05-02,6.3,8.157142857142857,-1.2000000000000002
1982-05-03,11.9,8.871428571428572,5.6000000000000005
1982-05-04,13.8,9.857142857142858,1.9000000000000004
1982-05-05,11.8,10.3,-2.0
1982-05-06,11.0,10.442857142857145,-0.8000000000000007
1982-05-07,10.1,10.342857142857143,-0.9000000000000004
1982-05-08,8.5,10.485714285714286,-1.5999999999999996
1982-05-09,5.5,10.371428571428572,-3.0
1982-05-10,7.6,9.757142857142856,2.0999999999999996
1982-05-11,8.7,9.028571428571428,1.0999999999999996
1982-05-12,10.8,8.885714285714286,2.1000000000000014
1982-05-13,11.2,8.914285714285715,0.3999999999999986
1982-05-14,9.1,8.77142857142857,-2.0999999999999996
1982-05-15,3.7,8.085714285714285,-5.3999999999999995
1982-05-16,4.6,7.957142857142857,0.8999999999999995
1982-05-17,6.6,7.814285714285714,2.0
1982-05-18,13.2,8.457142857142857,6.6
1982-05-19,15.2,9.085714285714285,2.0
1982-05-20,7.6,8.571428571428571,-7.6
1982-05-21,8.4,8.471428571428572,0.8000000000000007
1982-05-22,6.0,8.799999999999999,-2.4000000000000004
1982-05-23,8.3,9.328571428571427,2.3000000000000007
1982-05-24,8.6,9.614285714285714,0.29999999999999893
1982-05-25,11.1,9.314285714285715,2.5
1982-05-26,12.1,8.87142857142857,1.0
1982-05-27,12.9,9.62857142857143,0.8000000000000007
1982-05-28,14.0,10.428571428571429,1.0999999999999996
1982-05-29,12.5,11.357142857142858,-1.5
1982-05-30,11.5,11.814285714285715,-1.0
1982-05-31,7.0,11.585714285714287,-4.5
1982-06-01,7.1,11.014285714285714,0.09999999999999964
1982-06-02,9.0,10.571428571428571,1.9000000000000004
1982-06-03,3.1,9.171428571428573,-5.9
1982-06-04,2.5,7.528571428571428,-0.6000000000000001
1982-06-05,0.0,5.742857142857143,-2.5
1982-06-06,1.6,4.328571428571428,1.6
1982-06-07,2.6,3.6999999999999997,1.0
1982-06-08,5.7,3.5,3.1
1982-06-09,2.3,2.542857142857143,-3.4000000000000004
1982-06-10,4.5,2.742857142857143,2.2
1982-06-11,8.2,3.557142857142857,3.6999999999999993
1982-06-12,6.9,4.542857142857143,-1.299999999999999
1982-06-13,7.3,5.357142857142857,0.39999999999999947
